adm2_code,year,phen_gup,phen_dor,yield
US37061,2018,69,299,118.425224
US37065,2018,89,300,121.69758
US37073,2018,101,299,149.56845
US37079,2018,84,303,119.37244
US37083,2018,90,295,116.860146
US37091,2018,92,303,140.82556
US37095,2018,106,296,151.29567
US37097,2018,62,283,132.92574
US37101,2018,84,306,118.73164
US37103,2018,92,300,128.23486
US37107,2018,86,302,110.12128
US37131,2018,102,298,139.13953
US37133,2018,82,303,106.54577
US37137,2018,91,282,144.4397
US37139,2018,90,286,142.13324
US37143,2018,97,289,119.13062
US37147,2018,83,303,118.718475
US37151,2018,66,289,131.32181
US37155,2018,70,296,113.85096
US37159,2018,65,292,140.48697
US37163,2018,73,301,118.09602
US37167,2018,57,294,115.598595
US37171,2018,78,297,148.46515
US37177,2018,89,282,148.6105
US37179,2018,57,269,123.59307
US37187,2018,92,286,155.47093
US37191,2018,73,298,124.46107
US37195,2018,82,306,131.97502
US37197,2018,79,300,138.7344
US38003,2018,150,286,154.17975
US38005,2018,145,287,125.31199
US38015,2018,131,296,98.79424
US38017,2018,155,281,176.7221
US38021,2018,146,292,163.20364
US38025,2018,136,293,68.15584
US38027,2018,143,291,119.598145
US38029,2018,136,289,133.4659
US38031,2018,148,280,128.31339
US38035,2018,147,281,142.47382
US38039,2018,146,286,150.29683
US38041,2018,134,264,120.442375
US38043,2018,135,292,142.35504
US38045,2018,146,288,172.35046
US38047,2018,133,297,116.71555
US38049,2018,134,293,91.27396
US38051,2018,134,296,120.70883
US38055,2018,138,280,106.09166
US38059,2018,129,289,87.80395
US38063,2018,145,280,123.359886
US38065,2018,135,297,103.933304
US38067,2018,149,279,131.83322
US38069,2018,138,290,97.13049
US38071,2018,151,279,123.49312
US38073,2018,143,291,169.26468
US38077,2018,153,285,169.70993
US38081,2018,144,289,178.6028
US38089,2018,136,285,111.30437
US38091,2018,151,280,164.59525
US38093,2018,149,289,150.6257
US38097,2018,153,280,163.64496
US38099,2018,150,277,128.09488
US38101,2018,142,281,95.046455
US38103,2018,144,282,129.70035
US39001,2018,87,303,160.91798
US39003,2018,121,291,178.72672
US39005,2018,98,311,165.76437
US39007,2018,98,316,153.76749
US39011,2018,115,293,177.07709
US39015,2018,97,292,168.3664
US39017,2018,99,297,167.1835
US39021,2018,122,289,187.25597
US39023,2018,115,290,191.28653
US39025,2018,97,293,174.3477
US39027,2018,123,287,182.09636
US39029,2018,92,321,151.06967
US39031,2018,110,301,168.34412
US39033,2018,124,292,184.67534
US39037,2018,121,290,190.86725
US39039,2018,125,291,167.57428
US39041,2018,116,295,180.79984
US39043,2018,119,300,165.8825
US39045,2018,103,296,175.92465
US39047,2018,127,283,183.43788
US39049,2018,106,296,156.28871
US39051,2018,128,292,167.65103
US39057,2018,120,290,196.58138
US39063,2018,123,288,174.59488
US39065,2018,131,291,184.0314
US39069,2018,125,286,165.78581
US39071,2018,99,297,176.97313
US39075,2018,83,319,150.61528
US39077,2018,116,301,166.82806
US39083,2018,98,300,173.51312
US39089,2018,106,300,175.62338
US39091,2018,119,297,183.0272
US39093,2018,102,311,170.50264
US39095,2018,123,293,158.52632
US39097,2018,131,284,181.27455
US39099,2018,98,322,159.09665
US39101,2018,128,288,186.6117
US39103,2018,100,317,160.33972
US39107,2018,114,293,187.05235
US39109,2018,116,291,190.76727
US39113,2018,109,296,164.08221
US39117,2018,105,299,174.59457
US39119,2018,107,299,166.88391
US39123,2018,126,296,139.92285
US39125,2018,127,283,157.39545
US39127,2018,99,303,168.90312
US39129,2018,118,285,173.78781
US39131,2018,107,286,174.54349
US39133,2018,94,318,160.71048
US39135,2018,116,291,183.08464
US39137,2018,126,285,170.64133
US39139,2018,110,303,162.3586
US39141,2018,106,291,171.78343
US39143,2018,124,294,168.22627
US39145,2018,106,288,160.58818
US39147,2018,119,295,163.51146
US39149,2018,115,293,182.86131
US39151,2018,88,325,142.80002
US39155,2018,103,310,145.89957
US39157,2018,98,313,158.79636
US39159,2018,126,290,173.87318
US39161,2018,133,282,177.48296
US39165,2018,95,299,176.28683
US39167,2018,92,301,134.77522
US39169,2018,93,315,166.02083
US39171,2018,119,296,164.97736
US39173,2018,124,288,166.51175
US39175,2018,123,292,174.9956
US40025,2018,102,285,155.49347
US40047,2018,59,242,78.51509
US40071,2018,59,251,82.16781
US40089,2018,86,285,111.4417
US40101,2018,78,278,120.38743
US40103,2018,62,265,73.15121
US40115,2018,55,268,94.06048
US40135,2018,73,278,135.1088
US40139,2018,96,276,146.52982
US42001,2018,85,318,126.03289
US42005,2018,91,331,132.22087
US42009,2018,85,336,160.60979
US42011,2018,97,321,154.46742
US42013,2018,91,337,168.73393
US42015,2018,101,328,131.7022
US42017,2018,96,327,139.41965
US42019,2018,95,329,130.5598
US42027,2018,96,333,149.96054
US42029,2018,92,324,171.23283
US42031,2018,98,321,138.72548
US42035,2018,97,323,145.2974
US42037,2018,96,327,136.12723
US42039,2018,96,324,133.62016
US42041,2018,87,323,166.33188
US42043,2018,90,326,153.44385
US42049,2018,101,323,133.54321
US42055,2018,79,322,163.88019
US42057,2018,89,334,137.16664
US42061,2018,91,330,137.99146
US42063,2018,101,323,145.7426
US42065,2018,96,319,124.71144
US42067,2018,90,337,142.15793
US42071,2018,86,309,171.72165
US42073,2018,92,328,137.05612
US42075,2018,88,317,160.692
US42077,2018,106,315,142.01454
US42079,2018,101,317,142.48695
US42081,2018,104,318,142.0571
US42085,2018,95,323,137.18736
US42087,2018,90,337,148.12926
US42093,2018,97,330,141.4828
US42095,2018,115,316,155.0727
US42097,2018,96,323,138.99902
US42099,2018,89,329,147.82074
US42107,2018,95,327,135.41287
US42109,2018,92,332,117.3329
US42111,2018,88,335,141.50008
US42117,2018,106,331,129.36705
US42119,2018,89,336,145.47923
US42129,2018,90,329,130.72794
US42133,2018,94,316,156.31387
US45005,2018,71,289,103.48738
US45009,2018,69,292,147.39919
US45017,2018,100,297,139.63828
US45027,2018,73,295,106.41911
US45031,2018,71,297,103.26502
US45033,2018,72,288,113.27614
US45035,2018,80,311,106.37756
US45041,2018,73,303,91.36842
US45049,2018,87,305,113.44112
US45051,2018,80,304,111.72124
US45061,2018,65,289,138.2691
US45067,2018,70,294,113.798416
US45069,2018,71,294,110.917076
US45075,2018,75,295,110.35794
US45085,2018,63,290,130.28554
US45089,2018,85,309,94.49544
US46003,2018,115,295,127.332085
US46005,2018,126,296,140.70093
US46007,2018,107,292,126.85721
US46009,2018,123,298,148.56778
US46011,2018,140,291,184.37003
US46013,2018,147,292,158.9738
US46015,2018,114,304,118.003624
US46021,2018,127,294,135.32352
US46023,2018,117,297,122.782074
US46025,2018,134,295,157.15656
US46027,2018,139,288,155.59683
US46029,2018,133,295,162.24358
US46031,2018,126,285,103.67056
US46035,2018,122,295,144.07088
US46037,2018,138,292,153.57378
US46039,2018,132,295,161.3443
US46041,2018,114,291,99.32303
US46043,2018,119,296,150.02296
US46045,2018,133,292,106.157
US46049,2018,132,295,107.01585
US46051,2018,137,290,175.40654
US46053,2018,108,304,152.65343
US46057,2018,140,292,184.94438
US46059,2018,120,295,121.516174
US46061,2018,129,291,147.69064
US46065,2018,117,278,105.53317
US46067,2018,132,293,148.4265
US46069,2018,110,281,107.04823
US46073,2018,117,301,124.22132
US46075,2018,112,293,66.627754
US46077,2018,133,294,169.23524
US46079,2018,143,290,184.11241
US46083,2018,145,287,168.74257
US46085,2018,113,287,101.214264
US46087,2018,138,292,167.536
US46089,2018,127,299,105.3193
US46091,2018,140,296,168.58586
US46097,2018,123,300,159.96652
US46099,2018,135,293,175.72234
US46101,2018,142,292,187.10355
US46107,2018,124,292,112.03309
US46109,2018,144,288,189.99069
US46111,2018,121,300,152.68
US46115,2018,137,294,147.93819
US46119,2018,125,272,100.25296
US46121,2018,110,303,141.67538
US46123,2018,105,302,133.30452
US46125,2018,137,288,163.96674
US46127,2018,141,287,171.84378
US46129,2018,127,292,133.61176
US46135,2018,128,295,157.56822
US46137,2018,131,279,115.586266
US47015,2018,75,273,159.7446
US47017,2018,84,290,151.59482
US47031,2018,75,284,166.46588
US47033,2018,88,283,177.15149
US47045,2018,102,282,154.82518
US47047,2018,84,293,145.08797
US47051,2018,69,284,171.28854
US47053,2018,83,276,167.55717
US47055,2018,66,266,170.63023
US47069,2018,86,290,136.7534
US47071,2018,81,280,123.75741
US47075,2018,92,280,171.79109
US47077,2018,77,288,143.24536
US47079,2018,75,278,161.25084
US47085,2018,73,268,150.37944
US47095,2018,95,269,163.7664
US47097,2018,106,286,174.37271
US47099,2018,72,278,174.07535
US47103,2018,77,272,167.1911
US47109,2018,86,288,119.83446
US47113,2018,84,285,168.67755
US47119,2018,68,279,144.59465
US47125,2018,75,278,142.63759
US47131,2018,80,276,164.10948
US47147,2018,76,284,145.58165
US47149,2018,75,284,132.52296
US47157,2018,81,286,144.98482
US47165,2018,73,287,157.39226
US47167,2018,94,291,165.70175
US47183,2018,76,280,156.48582
US48025,2018,72,270,63.159622
US48027,2018,64,257,49.13798
US48029,2018,67,277,77.17278
US48051,2018,88,275,119.352036
US48055,2018,70,283,82.7679
US48057,2018,93,259,83.7188
US48061,2018,75,289,101.78084
US48065,2018,131,286,164.76245
US48069,2018,119,277,159.22539
US48085,2018,68,253,54.01257
US48089,2018,78,281,116.3704
US48099,2018,69,226,56.23583
US48111,2018,113,287,154.57109
US48117,2018,93,267,125.306694
US48139,2018,71,264,45.380272
US48145,2018,72,244,64.13612
US48147,2018,68,264,77.42729
US48149,2018,62,271,72.87526
US48153,2018,133,295,137.96234
US48157,2018,80,292,100.6407
US48163,2018,59,255,130.56271
US48181,2018,70,252,63.350597
US48187,2018,61,270,63.842308
US48189,2018,127,291,131.58578
US48195,2018,78,253,142.06233
US48205,2018,118,279,165.02159
US48215,2018,74,279,94.20247
US48217,2018,59,242,47.35328
US48233,2018,106,264,167.90457
US48239,2018,77,273,104.59862
US48249,2018,76,269,55.663517
US48255,2018,65,282,58.880394
US48277,2018,70,278,84.74417
US48279,2018,109,277,138.59767
US48293,2018,61,260,42.861706
US48309,2018,66,241,37.205055
US48321,2018,83,280,106.18134
US48325,2018,74,257,106.726036
US48331,2018,64,255,63.24186
US48341,2018,126,283,167.96611
US48349,2018,81,265,53.400414
US48355,2018,88,251,62.457233
US48357,2018,108,277,162.85687
US48369,2018,113,275,151.58894
US48409,2018,92,258,79.51421
US48421,2018,114,284,171.28058
US48437,2018,134,288,108.8922
US48453,2018,68,281,54.134895
US48463,2018,77,247,117.55273
US48469,2018,85,267,110.83929
US48473,2018,72,290,117.760445
US48481,2018,80,282,115.39201
US48491,2018,80,263,56.736034
US48493,2018,68,276,76.15814
US51001,2018,81,287,148.69522
US51015,2018,62,289,149.15308
US51033,2018,88,289,127.502335
US51036,2018,76,281,155.40201
US51047,2018,87,305,135.6912
US51057,2018,82,283,139.77097
US51061,2018,85,323,157.1591
US51073,2018,86,303,133.35516
US51085,2018,83,289,151.56218
US51093,2018,88,297,127.210625
US51097,2018,88,290,138.55003
US51101,2018,82,283,137.72263
US51107,2018,84,321,118.95264
US51119,2018,88,292,145.32446
US51131,2018,77,279,153.8501
US51133,2018,81,293,149.09296
US51137,2018,82,301,137.36952
US51159,2018,86,290,133.95897
US51165,2018,54,272,170.04457
US51171,2018,81,300,146.15683
US51175,2018,89,297,139.22939
US51181,2018,82,296,132.97255
US51193,2018,82,294,124.06704
US51550,2018,81,284,148.5944
US51800,2018,88,299,149.97972
US51810,2018,80,282,170.05934
US53021,2018,96,286,193.02087
US53025,2018,108,295,198.86519
US53077,2018,92,273,201.25365
US54037,2018,81,305,156.51596
US55001,2018,116,302,133.21556
US55005,2018,121,308,163.29292
US55009,2018,119,321,162.72055
US55011,2018,111,312,165.3729
US55013,2018,119,309,134.63527
US55015,2018,118,315,162.02779
US55017,2018,117,312,154.4144
US55019,2018,110,319,150.81894
US55021,2018,121,301,170.57083
US55023,2018,110,306,165.4613
US55025,2018,117,305,171.03076
US55027,2018,121,306,181.05768
US55029,2018,112,326,126.947426
US55033,2018,124,306,176.20956
US55035,2018,117,312,157.36517
US55039,2018,121,312,157.27122
US55043,2018,111,309,184.81517
US55045,2018,112,304,175.39818
US55047,2018,120,307,164.69255
US55049,2018,109,308,168.29295
US55053,2018,114,311,161.58232
US55055,2018,123,302,161.5451
US55057,2018,124,301,155.64815
US55059,2018,122,302,154.49638
US55061,2018,115,326,138.86955
US55063,2018,108,311,164.06552
US55065,2018,118,303,179.49432
US55071,2018,117,324,155.70236
US55073,2018,111,319,156.71445
US55075,2018,118,312,155.13036
US55077,2018,113,310,138.30792
US55081,2018,107,316,156.84319
US55083,2018,117,318,132.25589
US55087,2018,125,310,162.10344
US55089,2018,104,320,146.07399
US55091,2018,115,310,172.08487
US55093,2018,117,308,174.15985
US55095,2018,120,307,162.07404
US55097,2018,117,315,140.07266
US55101,2018,121,303,154.5898
US55103,2018,104,310,164.55928
US55105,2018,125,295,173.52547
US55107,2018,115,314,149.23175
US55109,2018,126,303,167.1939
US55111,2018,110,309,164.14331
US55115,2018,114,318,150.43518
US55117,2018,116,320,143.30795
US55119,2018,112,315,150.17819
US55121,2018,113,310,160.35449
US55123,2018,108,315,167.30435
US55127,2018,126,298,175.09856
US55129,2018,121,307,160.7656
US55131,2018,113,319,162.07579
US55133,2018,115,309,167.15303
US55135,2018,115,317,140.20815
US55137,2018,122,307,147.10933
US55139,2018,121,308,149.6772
US55141,2018,109,319,146.3013
US56015,2018,125,307,159.41856
US56021,2018,107,298,103.410515
